id,name,category,price,stock
2855,toys-2855,toys,11.35,446
2856,food-2856,food,12.72,453
2857,electronics-2857,electronics,14.09,460
2858,clothing-2858,clothing,15.46,467
2859,books-2859,books,16.83,474
2860,home-2860,home,18.20,481
2861,toys-2861,toys,19.57,488
2862,food-2862,food,20.94,495
2863,electronics-2863,electronics,22.31,1
2864,clothing-2864,clothing,23.68,8
2865,books-2865,books,25.05,15
2866,home-2866,home,26.42,22
2867,toys-2867,toys,27.79,29
2868,food-2868,food,29.16,36
2869,electronics-2869,electronics,30.53,43
2870,clothing-2870,clothing,31.90,50
2871,books-2871,books,33.27,57
2872,home-2872,home,34.64,64
2873,toys-2873,toys,36.01,71
2874,food-2874,food,37.38,78
2875,electronics-2875,electronics,38.75,85
2876,clothing-2876,clothing,40.12,92
2877,books-2877,books,41.49,99
2878,home-2878,home,42.86,106
2879,toys-2879,toys,44.23,113
2880,food-2880,food,45.60,120
2881,electronics-2881,electronics,46.97,127
2882,clothing-2882,clothing,48.34,134
2883,books-2883,books,49.71,141
2884,home-2884,home,51.08,148
2885,toys-2885,toys,52.45,155
2886,food-2886,food,53.82,162
2887,electronics-2887,electronics,55.19,169
2888,clothing-2888,clothing,56.56,176
2889,books-2889,books,57.93,183
2890,home-2890,home,59.30,190
2891,toys-2891,toys,60.67,197
2892,food-2892,food,62.04,204
2893,electronics-2893,electronics,63.41,211
2894,clothing-2894,clothing,64.78,218
2895,books-2895,books,66.15,225
2896,home-2896,home,67.52,232
2897,toys-2897,toys,68.89,239
2898,food-2898,food,70.26,246
2899,electronics-2899,electronics,71.63,253
2900,clothing-2900,clothing,73.00,260
2901,books-2901,books,74.37,267
2902,home-2902,home,75.74,274
2903,toys-2903,toys,77.11,281
2904,food-2904,food,78.48,288
2905,electronics-2905,electronics,79.85,295
2906,clothing-2906,clothing,81.22,302
2907,books-2907,books,82.59,309
2908,home-2908,home,83.96,316
2909,toys-2909,toys,85.33,323
2910,food-2910,food,86.70,330
2911,electronics-2911,electronics,88.07,337
2912,clothing-2912,clothing,89.44,344
2913,books-2913,books,90.81,351
2914,home-2914,home,92.18,358
2915,toys-2915,toys,93.55,365
2916,food-2916,food,94.92,372
2917,electronics-2917,electronics,96.29,379
2918,clothing-2918,clothing,97.66,386
2919,books-2919,books,99.03,393
2920,home-2920,home,0.40,400
2921,toys-2921,toys,1.77,407
2922,food-2922,food,3.14,414
2923,electronics-2923,electronics,4.51,421
2924,clothing-2924,clothing,5.88,428
2925,books-2925,books,7.25,435
2926,home-2926,home,8.62,442
2927,toys-2927,toys,9.99,449
2928,food-2928,food,11.36,456
2929,electronics-2929,electronics,12.73,463
2930,clothing-2930,clothing,14.10,470
2931,books-2931,books,15.47,477
2932,home-2932,home,16.84,484
2933,toys-2933,toys,18.21,491
2934,food-2934,food,19.58,498
2935,electronics-2935,electronics,20.95,4
2936,clothing-2936,clothing,22.32,11
2937,books-2937,books,23.69,18
2938,home-2938,home,25.06,25
2939,toys-2939,toys,26.43,32
2940,food-2940,food,27.80,39
2941,electronics-2941,electronics,29.17,46
2942,clothing-2942,clothing,30.54,53
2943,books-2943,books,31.91,60
2944,home-2944,home,33.28,67
2945,toys-2945,toys,34.65,74
2946,food-2946,food,36.02,81
2947,electronics-2947,electronics,37.39,88
2948,clothing-2948,clothing,38.76,95
2949,books-2949,books,40.13,102
2950,home-2950,home,41.50,109
2951,toys-2951,toys,42.87,116
2952,food-2952,food,44.24,123
2953,electronics-2953,electronics,45.61,130
2954,clothing-2954,clothing,46.98,137
2955,books-2955,books,48.35,144
2956,home-2956,home,49.72,151
2957,toys-2957,toys,51.09,158
2958,food-2958,food,52.46,165
2959,electronics-2959,electronics,53.83,172
2960,clothing-2960,clothing,55.20,179
2961,books-2961,books,56.57,186
2962,home-2962,home,57.94,193
2963,toys-2963,toys,59.31,200
2964,food-2964,food,60.68,207
2965,electronics-2965,electronics,62.05,214
2966,clothing-2966,clothing,63.42,221
2967,books-2967,books,64.79,228
2968,home-2968,home,66.16,235
2969,toys-2969,toys,67.53,242
2970,food-2970,food,68.90,249
2971,electronics-2971,electronics,70.27,256
2972,clothing-2972,clothing,71.64,263
2973,books-2973,books,73.01,270
2974,home-2974,home,74.38,277
2975,toys-2975,toys,75.75,284
2976,food-2976,food,77.12,291
2977,electronics-2977,electronics,78.49,298
2978,clothing-2978,clothing,79.86,305
2979,books-2979,books,81.23,312
2980,home-2980,home,82.60,319
2981,toys-2981,toys,83.97,326
2982,food-2982,food,85.34,333
2983,electronics-2983,electronics,86.71,340
2984,clothing-2984,clothing,88.08,347
2985,books-2985,books,89.45,354
2986,home-2986,home,90.82,361
2987,toys-2987,toys,92.19,368
2988,food-2988,food,93.56,375
2989,electronics-2989,electronics,94.93,382
2990,clothing-2990,clothing,96.30,389
2991,books-2991,books,97.67,396
2992,home-2992,home,99.04,403
2993,toys-2993,toys,0.41,410
2994,food-2994,food,1.78,417
2995,electronics-2995,electronics,3.15,424
2996,clothing-2996,clothing,4.52,431
2997,books-2997,books,5.89,438
2998,home-2998,home,7.26,445
2999,toys-2999,toys,8.63,452
3000,food-3000,food,10.00,459
3001,electronics-3001,electronics,11.37,466
3002,clothing-3002,clothing,12.74,473
3003,books-3003,books,14.11,480
3004,home-3004,home,15.48,487
3005,toys-3005,toys,16.85,494
3006,food-3006,food,18.22,0
3007,electronics-3007,electronics,19.59,7
3008,clothing-3008,clothing,20.96,14
3009,books-3009,books,22.33,21
3010,home-3010,home,23.70,28
3011,toys-3011,toys,25.07,35
3012,food-3012,food,26.44,42
3013,electronics-3013,electronics,27.81,49
3014,clothing-3014,clothing,29.18,56
3015,books-3015,books,30.55,63
3016,home-3016,home,31.92,70
3017,toys-3017,toys,33.29,77
3018,food-3018,food,34.66,84
3019,electronics-3019,electronics,36.03,91
3020,clothing-3020,clothing,37.40,98
3021,books-3021,books,38.77,105
3022,home-3022,home,40.14,112
3023,toys-3023,toys,41.51,119
3024,food-3024,food,42.88,126
3025,electronics-3025,electronics,44.25,133
3026,clothing-3026,clothing,45.62,140
3027,books-3027,books,46.99,147
3028,home-3028,home,48.36,154
3029,toys-3029,toys,49.73,161
3030,food-3030,food,51.10,168
3031,electronics-3031,electronics,52.47,175
3032,clothing-3032,clothing,53.84,182
3033,books-3033,books,55.21,189
3034,home-3034,home,56.58,196
3035,toys-3035,toys,57.95,203
3036,food-3036,food,59.32,210
3037,electronics-3037,electronics,60.69,217
3038,clothing-3038,clothing,62.06,224
3039,books-3039,books,63.43,231
3040,home-3040,home,64.80,238
3041,toys-3041,toys,66.17,245
3042,food-3042,food,67.54,252
3043,electronics-3043,electronics,68.91,259
3044,clothing-3044,clothing,70.28,266
3045,books-3045,books,71.65,273
3046,home-3046,home,73.02,280
3047,toys-3047,toys,74.39,287
3048,food-3048,food,75.76,294
3049,electronics-3049,electronics,77.13,301
3050,clothing-3050,clothing,78.50,308
3051,books-3051,books,79.87,315
3052,home-3052,home,81.24,322
3053,toys-3053,toys,82.61,329
3054,food-3054,food,83.98,336
3055,electronics-3055,electronics,85.35,343
3056,clothing-3056,clothing,86.72,350
3057,books-3057,books,88.09,357
3058,home-3058,home,89.46,364
3059,toys-3059,toys,90.83,371
3060,food-3060,food,92.20,378
3061,electronics-3061,electronics,93.57,385
3062,clothing-3062,clothing,94.94,392
3063,books-3063,books,96.31,399
3064,home-3064,home,97.68,406
3065,toys-3065,toys,99.05,413
3066,food-3066,food,0.42,420
3067,electronics-3067,electronics,1.79,427
3068,clothing-3068,clothing,3.16,434
3069,books-3069,books,4.53,441
3070,home-3070,home,5.90,448
3071,toys-3071,toys,7.27,455
3072,food-3072,food,8.64,462
3073,electronics-3073,electronics,10.01,469
3074,clothing-3074,clothing,11.38,476
3075,books-3075,books,12.75,483
3076,home-3076,home,14.12,490
3077,toys-3077,toys,15.49,497
3078,food-3078,food,16.86,3
3079,electronics-3079,electronics,18.23,10
3080,clothing-3080,clothing,19.60,17
3081,books-3081,books,20.97,24
3082,home-3082,home,22.34,31
3083,toys-3083,toys,23.71,38
3084,food-3084,food,25.08,45
3085,electronics-3085,electronics,26.45,52
3086,clothing-3086,clothing,27.82,59
3087,books-3087,books,29.19,66
3088,home-3088,home,30.56,73
3089,toys-3089,toys,31.93,80
3090,food-3090,food,33.30,87
3091,electronics-3091,electronics,34.67,94
3092,clothing-3092,clothing,36.04,101
3093,books-3093,books,37.41,108
3094,home-3094,home,38.78,115
3095,toys-3095,toys,40.15,122
3096,food-3096,food,41.52,129
3097,electronics-3097,electronics,42.89,136
3098,clothing-3098,clothing,44.26,143
3099,books-3099,books,45.63,150
3100,home-3100,home,47.00,157
3101,toys-3101,toys,48.37,164
3102,food-3102,food,49.74,171
3103,electronics-3103,electronics,51.11,178
3104,clothing-3104,clothing,52.48,185
3105,books-3105,books,53.85,192
3106,home-3106,home,55.22,199
3107,toys-3107,toys,56.59,206
3108,food-3108,food,57.96,213
3109,electronics-3109,electronics,59.33,220
3110,clothing-3110,clothing,60.70,227
3111,books-3111,books,62.07,234
3112,home-3112,home,63.44,241
3113,toys-3113,toys,64.81,248
3114,food-3114,food,66.18,255
3115,electronics-3115,electronics,67.55,262
3116,clothing-3116,clothing,68.92,269
3117,books-3117,books,70.29,276
3118,home-3118,home,71.66,283
3119,toys-3119,toys,73.03,290
3120,food-3120,food,74.40,297
3121,electronics-3121,electronics,75.77,304
3122,clothing-3122,clothing,77.14,311
3123,books-3123,books,78.51,318
3124,home-3124,home,79.88,325
3125,toys-3125,toys,81.25,332
3126,food-3126,food,82.62,339
3127,electronics-3127,electronics,83.99,346
3128,clothing-3128,clothing,85.36,353
3129,books-3129,books,86.73,360
3130,home-3130,home,88.10,367
3131,toys-3131,toys,89.47,374
3132,food-3132,food,90.84,381
3133,electronics-3133,electronics,92.21,388
3134,clothing-3134,clothing,93.58,395
3135,books-3135,books,94.95,402
3136,home-3136,home,96.32,409
3137,toys-3137,toys,97.69,416
3138,food-3138,food,99.06,423
3139,electronics-3139,electronics,0.43,430
3140,clothing-3140,clothing,1.80,437
3141,books-3141,books,3.17,444
3142,home-3142,home,4.54,451
3143,toys-3143,toys,5.91,458
3144,food-3144,food,7.28,465
3145,electronics-3145,electronics,8.65,472
3146,clothing-3146,clothing,10.02,479
3147,books-3147,books,11.39,486
3148,home-3148,home,12.76,493
3149,toys-3149,toys,14.13,500
3150,food-3150,food,15.50,6
3151,electronics-3151,electronics,16.87,13
3152,clothing-3152,clothing,18.24,20
3153,books-3153,books,19.61,27
3154,home-3154,home,20.98,34
3155,toys-3155,toys,22.35,41
3156,food-3156,food,23.72,48
3157,electronics-3157,electronics,25.09,55
3158,clothing-3158,clothing,26.46,62
3159,books-3159,books,27.83,69
3160,home-3160,home,29.20,76
3161,toys-3161,toys,30.57,83
3162,food-3162,food,31.94,90
3163,electronics-3163,electronics,33.31,97
3164,clothing-3164,clothing,34.68,104
3165,books-3165,books,36.05,111
3166,home-3166,home,37.42,118
3167,toys-3167,toys,38.79,125
3168,food-3168,food,40.16,132
3169,electronics-3169,electronics,41.53,139
3170,clothing-3170,clothing,42.90,146
3171,books-3171,books,44.27,153
3172,home-3172,home,45.64,160
3173,toys-3173,toys,47.01,167
3174,food-3174,food,48.38,174
3175,electronics-3175,electronics,49.75,181
3176,clothing-3176,clothing,51.12,188
3177,books-3177,books,52.49,195
3178,home-3178,home,53.86,202
3179,toys-3179,toys,55.23,209
3180,food-3180,food,56.60,216
3181,electronics-3181,electronics,57.97,223
3182,clothing-3182,clothing,59.34,230
3183,books-3183,books,60.71,237
3184,home-3184,home,62.08,244
3185,toys-3185,toys,63.45,251
3186,food-3186,food,64.82,258
3187,electronics-3187,electronics,66.19,265
3188,clothing-3188,clothing,67.56,272
3189,books-3189,books,68.93,279
3190,home-3190,home,70.30,286
3191,toys-3191,toys,71.67,293
3192,food-3192,food,73.04,300
3193,electronics-3193,electronics,74.41,307
3194,clothing-3194,clothing,75.78,314
3195,books-3195,books,77.15,321
3196,home-3196,home,78.52,328
3197,toys-3197,toys,79.89,335
3198,food-3198,food,81.26,342
3199,electronics-3199,electronics,82.63,349
3200,clothing-3200,clothing,84.00,356
3201,books-3201,books,85.37,363
3202,home-3202,home,86.74,370
3203,toys-3203,toys,88.11,377
3204,food-3204,food,89.48,384
3205,electronics-3205,electronics,90.85,391
3206,clothing-3206,clothing,92.22,398
3207,books-3207,books,93.59,405
3208,home-3208,home,94.96,412
3209,toys-3209,toys,96.33,419
3210,food-3210,food,97.70,426
3211,electronics-3211,electronics,99.07,433
3212,clothing-3212,clothing,0.44,440
3213,books-3213,books,1.81,447
3214,home-3214,home,3.18,454
3215,toys-3215,toys,4.55,461
3216,food-3216,food,5.92,468
3217,electronics-3217,electronics,7.29,475
3218,clothing-3218,clothing,8.66,482
3219,books-3219,books,10.03,489
3220,home-3220,home,11.40,496
3221,toys-3221,toys,12.77,2
3222,food-3222,food,14.14,9
3223,electronics-3223,electronics,15.51,16
3224,clothing-3224,clothing,16.88,23
3225,books-3225,books,18.25,30
3226,home-3226,home,19.62,37
3227,toys-3227,toys,20.99,44
3228,food-3228,food,22.36,51
3229,electronics-3229,electronics,23.73,58
3230,clothing-3230,clothing,25.10,65
3231,books-3231,books,26.47,72
3232,home-3232,home,27.84,79
3233,toys-3233,toys,29.21,86
3234,food-3234,food,30.58,93
3235,electronics-3235,electronics,31.95,100
3236,clothing-3236,clothing,33.32,107
3237,books-3237,books,34.69,114
3238,home-3238,home,36.06,121
3239,toys-3239,toys,37.43,128
3240,food-3240,food,38.80,135
3241,electronics-3241,electronics,40.17,142
3242,clothing-3242,clothing,41.54,149
3243,books-3243,books,42.91,156
3244,home-3244,home,44.28,163
3245,toys-3245,toys,45.65,170
3246,food-3246,food,47.02,177
3247,electronics-3247,electronics,48.39,184
3248,clothing-3248,clothing,49.76,191
3249,books-3249,books,51.13,198
3250,home-3250,home,52.50,205
3251,toys-3251,toys,53.87,212
3252,food-3252,food,55.24,219
3253,electronics-3253,electronics,56.61,226
3254,clothing-3254,clothing,57.98,233
3255,books-3255,books,59.35,240
3256,home-3256,home,60.72,247
3257,toys-3257,toys,62.09,254
3258,food-3258,food,63.46,261
3259,electronics-3259,electronics,64.83,268
3260,clothing-3260,clothing,66.20,275
3261,books-3261,books,67.57,282
3262,home-3262,home,68.94,289
3263,toys-3263,toys,70.31,296
3264,food-3264,food,71.68,303
3265,electronics-3265,electronics,73.05,310
3266,clothing-3266,clothing,74.42,317
3267,books-3267,books,75.79,324
3268,home-3268,home,77.16,331
3269,toys-3269,toys,78.53,338
3270,food-3270,food,79.90,345
3271,electronics-3271,electronics,81.27,352
3272,clothing-3272,clothing,82.64,359
3273,books-3273,books,84.01,366
3274,home-3274,home,85.38,373
3275,toys-3275,toys,86.75,380
3276,food-3276,food,88.12,387
3277,electronics-3277,electronics,89.49,394
3278,clothing-3278,clothing,90.86,401
3279,books-3279,books,92.23,408
3280,home-3280,home,93.60,415
3281,toys-3281,toys,94.97,422
3282,food-3282,food,96.34,429
3283,electronics-3283,electronics,97.71,436
3284,clothing-3284,clothing,99.08,443
3285,books-3285,books,0.45,450
3286,home-3286,home,1.82,457
3287,toys-3287,toys,3.19,464
3288,food-3288,food,4.56,471
3289,electronics-3289,electronics,5.93,478
3290,clothing-3290,clothing,7.30,485
3291,books-3291,books,8.67,492
3292,home-3292,home,10.04,499
3293,toys-3293,toys,11.41,5
3294,food-3294,food,12.78,12
3295,electronics-3295,electronics,14.15,19
3296,clothing-3296,clothing,15.52,26
3297,books-3297,books,16.89,33
3298,home-3298,home,18.26,40
3299,toys-3299,toys,19.63,47
3300,food-3300,food,21.00,54
3301,electronics-3301,electronics,22.37,61
3302,clothing-3302,clothing,23.74,68
3303,books-3303,books,25.11,75
3304,home-3304,home,26.48,82
3305,toys-3305,toys,27.85,89
3306,food-3306,food,29.22,96
3307,electronics-3307,electronics,30.59,103
3308,clothing-3308,clothing,31.96,110
3309,books-3309,books,33.33,117
3310,home-3310,home,34.70,124
3311,toys-3311,toys,36.07,131
3312,food-3312,food,37.44,138
3313,electronics-3313,electronics,38.81,145
3314,clothing-3314,clothing,40.18,152
3315,books-3315,books,41.55,159
3316,home-3316,home,42.92,166
3317,toys-3317,toys,44.29,173
3318,food-3318,food,45.66,180
3319,electronics-3319,electronics,47.03,187
3320,clothing-3320,clothing,48.40,194
3321,books-3321,books,49.77,201
3322,home-3322,home,51.14,208
3323,toys-3323,toys,52.51,215
3324,food-3324,food,53.88,222
3325,electronics-3325,electronics,55.25,229
3326,clothing-3326,clothing,56.62,236
3327,books-3327,books,57.99,243
3328,home-3328,home,59.36,250
3329,toys-3329,toys,60.73,257
3330,food-3330,food,62.10,264
3331,electronics-3331,electronics,63.47,271
3332,clothing-3332,clothing,64.84,278
3333,books-3333,books,66.21,285
3334,home-3334,home,67.58,292
3335,toys-3335,toys,68.95,299
3336,food-3336,food,70.32,306
3337,electronics-3337,electronics,71.69,313
3338,clothing-3338,clothing,73.06,320
3339,books-3339,books,74.43,327
3340,home-3340,home,75.80,334
3341,toys-3341,toys,77.17,341
3342,food-3342,food,78.54,348
3343,electronics-3343,electronics,79.91,355
3344,clothing-3344,clothing,81.28,362
3345,books-3345,books,82.65,369
3346,home-3346,home,84.02,376
3347,toys-3347,toys,85.39,383
3348,food-3348,food,86.76,390
3349,electronics-3349,electronics,88.13,397
3350,clothing-3350,clothing,89.50,404
3351,books-3351,books,90.87,411
3352,home-3352,home,92.24,418
3353,toys-3353,toys,93.61,425
3354,food-3354,food,94.98,432
3355,electronics-3355,electronics,96.35,439
3356,clothing-3356,clothing,97.72,446
3357,books-3357,books,99.09,453
3358,home-3358,home,0.46,460
3359,toys-3359,toys,1.83,467
3360,food-3360,food,3.20,474
3361,electronics-3361,electronics,4.57,481
3362,clothing-3362,clothing,5.94,488
3363,books-3363,books,7.31,495
3364,home-3364,home,8.68,1
3365,toys-3365,toys,10.05,8
3366,food-3366,food,11.42,15
3367,electronics-3367,electronics,12.79,22
3368,clothing-3368,clothing,14.16,29
3369,books-3369,books,15.53,36
3370,home-3370,home,16.90,43
3371,toys-3371,toys,18.27,50
3372,food-3372,food,19.64,57
3373,electronics-3373,electronics,21.01,64
3374,clothing-3374,clothing,22.38,71
3375,books-3375,books,23.75,78
3376,home-3376,home,25.12,85
3377,toys-3377,toys,26.49,92
3378,food-3378,food,27.86,99
3379,electronics-3379,electronics,29.23,106
3380,clothing-3380,clothing,30.60,113
3381,books-3381,books,31.97,120
3382,home-3382,home,33.34,127
3383,toys-3383,toys,34.71,134
3384,food-3384,food,36.08,141
3385,electronics-3385,electronics,37.45,148
3386,clothing-3386,clothing,38.82,155
3387,books-3387,books,40.19,162
3388,home-3388,home,41.56,169
3389,toys-3389,toys,42.93,176
3390,food-3390,food,44.30,183
3391,electronics-3391,electronics,45.67,190
3392,clothing-3392,clothing,47.04,197
3393,books-3393,books,48.41,204
3394,home-3394,home,49.78,211
3395,toys-3395,toys,51.15,218
3396,food-3396,food,52.52,225
3397,electronics-3397,electronics,53.89,232
3398,clothing-3398,clothing,55.26,239
3399,books-3399,books,56.63,246
3400,home-3400,home,58.00,253
3401,toys-3401,toys,59.37,260
3402,food-3402,food,60.74,267
3403,electronics-3403,electronics,62.11,274
3404,clothing-3404,clothing,63.48,281
3405,books-3405,books,64.85,288
3406,home-3406,home,66.22,295
3407,toys-3407,toys,67.59,302
3408,food-3408,food,68.96,309
3409,electronics-3409,electronics,70.33,316
3410,clothing-3410,clothing,71.70,323
3411,books-3411,books,73.07,330
3412,home-3412,home,74.44,337
3413,toys-3413,toys,75.81,344
3414,food-3414,food,77.18,351
3415,electronics-3415,electronics,78.55,358
3416,clothing-3416,clothing,79.92,365
3417,books-3417,books,81.29,372
3418,home-3418,home,82.66,379
3419,toys-3419,toys,84.03,386
3420,food-3420,food,85.40,393
3421,electronics-3421,electronics,86.77,400
3422,clothing-3422,clothing,88.14,407
3423,books-3423,books,89.51,414
3424,home-3424,home,90.88,421
3425,toys-3425,toys,92.25,428
3426,food-3426,food,93.62,435
3427,electronics-3427,electronics,94.99,442
3428,clothing-3428,clothing,96.36,449
3429,books-3429,books,97.73,456
3430,home-3430,home,99.10,463
3431,toys-3431,toys,0.47,470
3432,food-3432,food,1.84,477
3433,electronics-3433,electronics,3.21,484
3434,clothing-3434,clothing,4.58,491
3435,books-3435,books,5.95,498
3436,home-3436,home,7.32,4
3437,toys-3437,toys,8.69,11
3438,food-3438,food,10.06,18
3439,electronics-3439,electronics,11.43,25
3440,clothing-3440,clothing,12.80,32
3441,books-3441,books,14.17,39
3442,home-3442,home,15.54,46
3443,toys-3443,toys,16.91,53
3444,food-3444,food,18.28,60
3445,electronics-3445,electronics,19.65,67
3446,clothing-3446,clothing,21.02,74
3447,books-3447,books,22.39,81
3448,home-3448,home,23.76,88
3449,toys-3449,toys,25.13,95
3450,food-3450,food,26.50,102
3451,electronics-3451,electronics,27.87,109
3452,clothing-3452,clothing,29.24,116
3453,books-3453,books,30.61,123
3454,home-3454,home,31.98,130
3455,toys-3455,toys,33.35,137
3456,food-3456,food,34.72,144
3457,electronics-3457,electronics,36.09,151
3458,clothing-3458,clothing,37.46,158
3459,books-3459,books,38.83,165
3460,home-3460,home,40.20,172
3461,toys-3461,toys,41.57,179
3462,food-3462,food,42.94,186
3463,electronics-3463,electronics,44.31,193
3464,clothing-3464,clothing,45.68,200
3465,books-3465,books,47.05,207
3466,home-3466,home,48.42,214
3467,toys-3467,toys,49.79,221
3468,food-3468,food,51.16,228
3469,electronics-3469,electronics,52.53,235
3470,clothing-3470,clothing,53.90,242
3471,books-3471,books,55.27,249
3472,home-3472,home,56.64,256
3473,toys-3473,toys,58.01,263
3474,food-3474,food,59.38,270
3475,electronics-3475,electronics,60.75,277
3476,clothing-3476,clothing,62.12,284
3477,books-3477,books,63.49,291
3478,home-3478,home,64.86,298
3479,toys-3479,toys,66.23,305
3480,food-3480,food,67.60,312
3481,electronics-3481,electronics,68.97,319
3482,clothing-3482,clothing,70.34,326
3483,books-3483,books,71.71,333
3484,home-3484,home,73.08,340
3485,toys-3485,toys,74.45,347
3486,food-3486,food,75.82,354
3487,electronics-3487,electronics,77.19,361
3488,clothing-3488,clothing,78.56,368
3489,books-3489,books,79.93,375
3490,home-3490,home,81.30,382
3491,toys-3491,toys,82.67,389
3492,food-3492,food,84.04,396
3493,electronics-3493,electronics,85.41,403
3494,clothing-3494,clothing,86.78,410
3495,books-3495,books,88.15,417
3496,home-3496,home,89.52,424
3497,toys-3497,toys,90.89,431
3498,food-3498,food,92.26,438
3499,electronics-3499,electronics,93.63,445
3500,clothing-3500,clothing,95.00,452
3501,books-3501,books,96.37,459
3502,home-3502,home,97.74,466
3503,toys-3503,toys,99.11,473
3504,food-3504,food,0.48,480
3505,electronics-3505,electronics,1.85,487
3506,clothing-3506,clothing,3.22,494
3507,books-3507,books,4.59,0
3508,home-3508,home,5.96,7
3509,toys-3509,toys,7.33,14
3510,food-3510,food,8.70,21
3511,electronics-3511,electronics,10.07,28
3512,clothing-3512,clothing,11.44,35
3513,books-3513,books,12.81,42
3514,home-3514,home,14.18,49
3515,toys-3515,toys,15.55,56
3516,food-3516,food,16.92,63
3517,electronics-3517,electronics,18.29,70
3518,clothing-3518,clothing,19.66,77
3519,books-3519,books,21.03,84
3520,home-3520,home,22.40,91
3521,toys-3521,toys,23.77,98
3522,food-3522,food,25.14,105
3523,electronics-3523,electronics,26.51,112
3524,clothing-3524,clothing,27.88,119
3525,books-3525,books,29.25,126
3526,home-3526,home,30.62,133
3527,toys-3527,toys,31.99,140
3528,food-3528,food,33.36,147
3529,electronics-3529,electronics,34.73,154
3530,clothing-3530,clothing,36.10,161
3531,books-3531,books,37.47,168
3532,home-3532,home,38.84,175
3533,toys-3533,toys,40.21,182
3534,food-3534,food,41.58,189
3535,electronics-3535,electronics,42.95,196
3536,clothing-3536,clothing,44.32,203
3537,books-3537,books,45.69,210
3538,home-3538,home,47.06,217
3539,toys-3539,toys,48.43,224
3540,food-3540,food,49.80,231
3541,electronics-3541,electronics,51.17,238
3542,clothing-3542,clothing,52.54,245
3543,books-3543,books,53.91,252
3544,home-3544,home,55.28,259
3545,toys-3545,toys,56.65,266
3546,food-3546,food,58.02,273
3547,electronics-3547,electronics,59.39,280
3548,clothing-3548,clothing,60.76,287
3549,books-3549,books,62.13,294
3550,home-3550,home,63.50,301
3551,toys-3551,toys,64.87,308
3552,food-3552,food,66.24,315
3553,electronics-3553,electronics,67.61,322
3554,clothing-3554,clothing,68.98,329
3555,books-3555,books,70.35,336
3556,home-3556,home,71.72,343
3557,toys-3557,toys,73.09,350
3558,food-3558,food,74.46,357
3559,electronics-3559,electronics,75.83,364
3560,clothing-3560,clothing,77.20,371
3561,books-3561,books,78.57,378
3562,home-3562,home,79.94,385
3563,toys-3563,toys,81.31,392
3564,food-3564,food,82.68,399
3565,electronics-3565,electronics,84.05,406
3566,clothing-3566,clothing,85.42,413
3567,books-3567,books,86.79,420
3568,home-3568,home,88.16,427
3569,toys-3569,toys,89.53,434
3570,food-3570,food,90.90,441
3571,electronics-3571,electronics,92.27,448
3572,clothing-3572,clothing,93.64,455
3573,books-3573,books,95.01,462
3574,home-3574,home,96.38,469
3575,toys-3575,toys,97.75,476
3576,food-3576,food,99.12,483
3577,electronics-3577,electronics,0.49,490
3578,clothing-3578,clothing,1.86,497
3579,books-3579,books,3.23,3
3580,home-3580,home,4.60,10
3581,toys-3581,toys,5.97,17
3582,food-3582,food,7.34,24
3583,electronics-3583,electronics,8.71,31
3584,clothing-3584,clothing,10.08,38
3585,books-3585,books,11.45,45
3586,home-3586,home,12.82,52
3587,toys-3587,toys,14.19,59
3588,food-3588,food,15.56,66
3589,electronics-3589,electronics,16.93,73
3590,clothing-3590,clothing,18.30,80
3591,books-3591,books,19.67,87
3592,home-3592,home,21.04,94
3593,toys-3593,toys,22.41,101
3594,food-3594,food,23.78,108
3595,electronics-3595,electronics,25.15,115
3596,clothing-3596,clothing,26.52,122
3597,books-3597,books,27.89,129
3598,home-3598,home,29.26,136
3599,toys-3599,toys,30.63,143
3600,food-3600,food,32.00,150
3601,electronics-3601,electronics,33.37,157
3602,clothing-3602,clothing,34.74,164
3603,books-3603,books,36.11,171
3604,home-3604,home,37.48,178
3605,toys-3605,toys,38.85,185
3606,food-3606,food,40.22,192
3607,electronics-3607,electronics,41.59,199
3608,clothing-3608,clothing,42.96,206
3609,books-3609,books,44.33,213
3610,home-3610,home,45.70,220
3611,toys-3611,toys,47.07,227
3612,food-3612,food,48.44,234
3613,electronics-3613,electronics,49.81,241
3614,clothing-3614,clothing,51.18,248
3615,books-3615,books,52.55,255
3616,home-3616,home,53.92,262
3617,toys-3617,toys,55.29,269
3618,food-3618,food,56.66,276
3619,electronics-3619,electronics,58.03,283
3620,clothing-3620,clothing,59.40,290
3621,books-3621,books,60.77,297
3622,home-3622,home,62.14,304
3623,toys-3623,toys,63.51,311
3624,food-3624,food,64.88,318
3625,electronics-3625,electronics,66.25,325
3626,clothing-3626,clothing,67.62,332
3627,books-3627,books,68.99,339
3628,home-3628,home,70.36,346
3629,toys-3629,toys,71.73,353
3630,food-3630,food,73.10,360
3631,electronics-3631,electronics,74.47,367
3632,clothing-3632,clothing,75.84,374
3633,books-3633,books,77.21,381
3634,home-3634,home,78.58,388
3635,toys-3635,toys,79.95,395
3636,food-3636,food,81.32,402
3637,electronics-3637,electronics,82.69,409
3638,clothing-3638,clothing,84.06,416
3639,books-3639,books,85.43,423
3640,home-3640,home,86.80,430
3641,toys-3641,toys,88.17,437
3642,food-3642,food,89.54,444
3643,electronics-3643,electronics,90.91,451
3644,clothing-3644,clothing,92.28,458
3645,books-3645,books,93.65,465
